Applicant ID,Application Date,First Name,Last Name,Gender,Date of Birth,Phone Number,Email,Address,City,State,Zip Code,Country,Education Level,Years of Experience,Desired Salary,Job Title,Status,Skills
1194,15-May-23,Samantha,Hatfield,Other,08-06-1966,###############################################################################################################################################################################################################################################################,brenda31@example.com,249 Moore Turnpike Suite 230,Davisland,NY,27469,Liberia,PhD,2,38737.09,Manager,Rejected,"['Project Management', 'Performance Reviews', 'Cross-functional Collaboration', 'Team Management']"
1195,21-Jun-23,Rodney,Byrd,Male,10-01-1978,427-579-2475,debbiestrickland@example.com,4711 Wilson Crest Apt. 479,Hooverborough,MO,78324,Slovakia (Slovak Republic),Bachelor's Degree,17,50157.06,Manager,In Review,"['Leadership', 'Budget Management', 'KPI Tracking', 'Project Management']"
1196,08-Jun-23,Marc,Schmitt,Other,18-02-1985,(485)687-5375,michelle83@example.net,4620 Bird Mills,North Derrickshire,IN,77032,Austria,High School,5,82254.79,Sales Representative,In Review,"['Time Management', 'Territory Management', 'Upselling', 'Product Knowledge']"
1197,06-Jun-23,Michael,Wilcox,Other,14-11-1998,515-448-0480,tarafrazier@example.net,412 Monica Passage Suite 276,Campbellborough,AZ,83868,Saint Pierre and Miquelon,Bachelor's Degree,18,58549.89,Manager,Interviewing,"['Team Management', 'Cross-functional Collaboration', 'Leadership', 'Project Management', 'Budget Management']"
1198,27-Jun-23,Benjamin,Brown,Other,12-09-1995,###############################################################################################################################################################################################################################################################,rodrigueztaylor@example.com,424 Obrien Fork,Ginaside,AK,92574,Sweden,High School,17,86876.24,Human Resources,Interviewing,"['HR Policies', 'Onboarding', 'Communication', 'Payroll Processing', 'Interviewing']"
1199,01-Jun-23,Lori,Anderson,Female,18-01-1995,(828)870-2299,abanks@example.org,8197 Melissa Stream,West Josephside,WY,54193,Paraguay,Master's Degree,2,75689.17,Healthcare Representative,Applied,"['Conflict Resolution', 'Empathy', 'Regulatory Compliance', 'Emotional Intelligence']"
1200,25-Jul-23,Tyler,Contreras,Male,19-01-1985,###############################################################################################################################################################################################################################################################,jason40@example.org,317 Kyle Dam Apt. 278,East Daveborough,CT,57989,Czech Republic,Bachelor's Degree,6,59275.94,Laboratory Technician,Offered,"['Sample Analysis', 'Data Entry', 'Time Management', 'Microscopy']"
1201,12-Jun-23,Ryan,Martinez,Male,08-06-1995,(420)778-4793,michaelcochran@example.org,054 Klein Lane,Anthonyfort,CT,25636,Azerbaijan,High School,18,89350.0,Healthcare Representative,Rejected,"['Regulatory Compliance', 'Healthcare Knowledge', 'Time Management', 'Patient Communication', 'Conflict Resolution', 'Customer Service']"
1202,06-May-23,Thomas,Buchanan,Other,15-01-1969,(319)754-0651x3069,robertlee@example.org,02809 Murray Harbors Apt. 773,West Heather,AL,77780,Cocos (Keeling) Islands,Bachelor's Degree,12,31868.41,Research Director,Offered,"['Research Management', 'Team Leadership', 'Innovation', 'Ethics & Compliance', 'Academic Publishing']"
1203,12-Jun-23,Patricia,Walker,Other,31-03-1970,317.741.9977x613,cperry@example.net,372 Hendrix Stream,West Robinchester,NJ,93724,Fiji,High School,13,63500.36,Manager,Interviewing,"['Project Management', 'Team Management', 'Performance Reviews', 'Cross-functional Collaboration']"
1204,24-May-23,Javier,Morgan,Male,28-11-1971,001-945-837-1617x680,larry64@example.org,379 Hughes Ville,Christopherburgh,MN,67725,Venezuela,Master's Degree,17,79176.19,Laboratory Technician,In Review,"['Time Management', 'Sample Analysis', 'Lab Safety', 'Standard Operating Procedures (SOP)']"
1205,17-Jun-23,Dylan,Kelley,Other,12-06-1985,754-860-7694x678,michael74@example.net,81562 Jeffrey View,New Douglas,MD,17070,Maldives,PhD,0,74957.78,Laboratory Technician,Applied,"['Attention to Detail', 'Microscopy', 'Sample Analysis', 'Equipment Handling', 'Lab Safety', 'Data Entry']"
1206,14-Jun-23,Bryan,Ayala,Male,16-04-1991,358.255.0644x015,craig67@example.net,53432 Jose Freeway Suite 977,New Davidside,IN,73563,Thailand,Bachelor's Degree,1,39576.74,Manufacturing Director,Offered,"['Process Improvement', 'Lean Manufacturing', 'Workforce Scheduling', 'Six Sigma', 'Inventory Planning', 'Compliance Management']"
1207,28-May-23,Kaitlin,Dominguez,Male,03-06-1971,551.532.5031,thomascrystal@example.net,3448 Lynch Circle Apt. 669,South Tyler,MI,1029,Senegal,PhD,13,31041.23,Manager,In Review,"['Project Management', 'Team Management', 'Performance Reviews', 'Strategic Planning', 'KPI Tracking', 'Cross-functional Collaboration']"
1208,12-Jun-23,Chad,Robinson,Female,30-10-1962,001-868-918-8275x303,vhunter@example.org,124 York Bridge Apt. 090,Jamesborough,IN,41361,Dominica,High School,12,92895.69,Sales Representative,Applied,"['Networking', 'CRM', 'Customer Service', 'Territory Management', 'Time Management']"
1209,27-May-23,Jody,Miller,Other,27-02-1977,###############################################################################################################################################################################################################################################################,mario26@example.org,97021 Wallace Lodge,South Josephfurt,MP,76091,Spain,High School,5,90514.48,Human Resources,Rejected,"['Employee Engagement', 'Interviewing', 'Communication', 'Conflict Resolution']"
1210,26-May-23,Jacob,Costa,Male,01-11-1987,001-490-270-4323,ithompson@example.org,12011 Smith Creek Apt. 953,Jacobtown,OK,79704,Guernsey,Bachelor's Degree,10,32872.71,Research Director,Offered,"['Data Science', 'Machine Learning', 'Research Management', 'Innovation']"
1211,03-Jul-23,Eric,Miranda,Other,02-06-1987,+1-221-492-7759x1763,zdominguez@example.org,70888 Christian Lights,Wademouth,NM,68823,Mauritania,PhD,13,58137.64,Laboratory Technician,Rejected,"['Microscopy', 'Time Management', 'Lab Safety', 'Sample Analysis', 'Data Entry', 'Standard Operating Procedures (SOP)']"
1212,31-Jul-23,Paul,Gibson,Female,22-06-1987,(425)203-3580x02582,yjordan@example.org,539 Ashley Valley Suite 620,Cooleyton,KY,39115,Mauritius,Bachelor's Degree,7,61705.96,Laboratory Technician,Applied,"['Lab Safety', 'Time Management', 'Standard Operating Procedures (SOP)', 'Data Entry', 'Chemical Handling']"
1213,05-Aug-23,Brittney,Hernandez,Other,24-02-1970,759.240.1311,robert12@example.org,71398 Chan Shore Apt. 177,Bryanshire,MI,52033,Netherlands,PhD,12,57062.31,Sales Executive,Offered,"['Time Management', 'Lead Scoring', 'Presentation Skills', 'Customer Acquisition']"
1214,09-Jun-23,Matthew,Williams,Other,13-07-1985,###############################################################################################################################################################################################################################################################,xmorse@example.net,66950 Michelle Locks,South Carolynfort,NC,12315,Argentina,Master's Degree,1,97383.22,Sales Representative,Rejected,"['Networking', 'Customer Service', 'CRM', 'Time Management', 'Relationship Building', 'Territory Management']"
1215,28-Jun-23,Heather,Huffman,Male,26-10-1983,905.439.8321x00603,riveraholly@example.com,070 Morris Meadow Suite 204,Tylerton,NJ,74438,Congo,PhD,2,49767.84,Research Director,Applied,"['Strategic Planning', 'Grant Writing', 'Data Science', 'Team Leadership', 'Machine Learning', 'Academic Publishing']"
1216,19-Jul-23,Kimberly,Sanchez,Male,07-04-1991,894-351-2776x1734,singhronald@example.net,4969 Paul Lock Apt. 228,Crystalborough,TX,64978,Costa Rica,Bachelor's Degree,16,69471.8,Manager,Rejected,"['Leadership', 'Conflict Resolution', 'Strategic Planning', 'Budget Management']"
1217,24-May-23,Vicki,Thornton,Male,04-10-1982,592.996.1987x70824,barryhill@example.org,03554 Cassandra Forks,East Alyssaborough,NY,8845,Angola,Bachelor's Degree,0,70410.07,Sales Representative,Rejected,"['CRM', 'Communication', 'Time Management', 'Relationship Building']"
1218,21-May-23,Jason,Gilmore,Other,10-04-1981,001-241-547-7934x4641,victoria74@example.org,9836 Abigail Extension Apt. 313,Carolland,UT,33439,Wallis and Futuna,Bachelor's Degree,8,88021.98,Sales Representative,Rejected,"['Territory Management', 'Upselling', 'Sales Presentations', 'Customer Service', 'Time Management', 'Product Knowledge']"
1219,29-May-23,John,Rocha,Male,19-01-2004,+1-546-223-3041x032,christophersmith@example.com,821 Samuel Unions,Johnfort,PA,59129,French Southern Territories,Master's Degree,14,94924.92,Human Resources,Offered,"['Recruitment', 'Interviewing', 'Payroll Processing', 'Performance Appraisal', 'Communication']"
1220,11-May-23,Eric,Braun,Male,08-10-1995,399-845-8298x6211,sprince@example.net,2458 Deborah Hills,Paulachester,AK,5034,Antigua and Barbuda,Bachelor's Degree,0,53514.16,Sales Executive,Applied,"['Presentation Skills', 'CRM Tools', 'Negotiation', 'Time Management']"
1221,01-Jun-23,Robin,Rivera,Female,12-07-1994,715.574.9379x569,youngmichael@example.net,7267 Tran Pike Apt. 921,South Justinside,WI,9175,Mali,PhD,17,45645.96,Sales Representative,Rejected,"['Product Knowledge', 'Customer Service', 'Time Management', 'Communication']"
1222,15-Jun-23,Thomas,Morgan,Other,25-10-1989,841.690.7900,rhondacompton@example.net,6335 Sara Pines,East Danielview,AL,59991,Antarctica (the territory South of 60 deg S),High School,0,71881.26,Sales Representative,Rejected,"['Upselling', 'Territory Management', 'Customer Service', 'Product Knowledge', 'Relationship Building']"
1223,18-Jun-23,Jennifer,Sweeney,Male,05-12-1968,841-531-1006x7908,thompsonlaurie@example.com,527 Ashley Manor,South Crystal,NE,83990,Morocco,Master's Degree,8,87687.36,Healthcare Representative,Offered,"['CRM', 'Time Management', 'Emotional Intelligence', 'Patient Communication']"
1224,26-May-23,Lisa,Daniels,Male,20-03-1969,(459)350-0746x41739,vincent25@example.org,5215 Barajas Junction Apt. 631,Jacquelinestad,CT,12248,Djibouti,Bachelor's Degree,17,83305.48,Manager,Interviewing,"['Team Management', 'Project Management', 'Leadership', 'Strategic Planning']"
1225,19-Jun-23,Amber,Curry,Male,02-04-1973,###############################################################################################################################################################################################################################################################,ocarter@example.org,664 Jennifer Mission Suite 103,Spencerville,CA,42732,Norfolk Island,Bachelor's Degree,15,41396.03,Manager,Applied,"['Budget Management', 'Conflict Resolution', 'Strategic Planning', 'KPI Tracking', 'Team Management']"
1226,17-May-23,Christopher,Duncan,Male,07-07-1971,001-574-554-3312x417,walkeramanda@example.org,45630 Steven Trail Suite 455,Port Catherinebury,LA,27998,Germany,High School,12,91842.33,Research Scientist,Interviewing,"['Microscopy', 'Statistics', 'Python', 'Scientific Writing', 'Literature Review', 'Hypothesis Testing']"
1227,16-Jul-23,Michael,Lucas,Other,27-01-1990,001-953-953-7064x341,savannah46@example.com,9081 Quinn Turnpike Suite 375,Port Chad,MO,73115,Uzbekistan,PhD,9,71029.96,Manufacturing Director,In Review,"['Supply Chain Coordination', 'Six Sigma', 'Compliance Management', 'Operations Management', 'Workforce Scheduling']"
1228,02-Jun-23,Scott,Garcia,Female,08-07-1972,(517)882-4043x0272,aarnold@example.com,910 Gabriela Village,Nicolebury,GA,85087,Bouvet Island (Bouvetoya),PhD,3,50234.39,Sales Representative,Applied,"['Territory Management', 'CRM', 'Time Management', 'Sales Presentations', 'Networking', 'Customer Service']"
1229,10-Jul-23,Madison,Berger,Other,15-11-1979,756-401-6229x66430,delgadoamber@example.org,5552 Stacey Stream Apt. 324,North Mariemouth,DC,37724,Rwanda,PhD,12,75262.23,Research Director,Rejected,"['Ethics & Compliance', 'Research Management', 'Grant Writing', 'Strategic Planning', 'Academic Publishing']"
1230,25-Jul-23,Richard,Carter,Other,29-05-1984,621.483.5090,heatherharper@example.net,030 Pratt Causeway Suite 728,Lake Ericaview,HI,64345,Slovenia,Bachelor's Degree,15,58625.22,Manufacturing Director,Interviewing,"['Operations Management', 'Process Improvement', 'Lean Manufacturing', 'Six Sigma', 'Supply Chain Coordination', 'Budgeting']"
1231,17-Jun-23,Brian,Jordan,Male,04-06-1988,(425)384-6621x410,brittany41@example.org,68795 Robert Crossroad Apt. 034,Port Erik,CO,77581,Sudan,Bachelor's Degree,8,40387.93,Human Resources,Applied,"['Payroll Processing', 'Communication', 'Employee Engagement', 'Performance Appraisal']"
1232,01-Aug-23,Danielle,Hughes,Other,26-09-1999,558.281.4303x79195,qedwards@example.org,63871 Camacho Glen Apt. 556,Richardberg,MI,27419,Japan,High School,17,45945.83,Healthcare Representative,In Review,"['CRM', 'Conflict Resolution', 'Patient Communication', 'Emotional Intelligence', 'Regulatory Compliance', 'Time Management']"
1233,25-Jul-23,Deborah,Cohen,Female,27-11-1988,213-384-8300,smithaaron@example.org,8501 Darren Plains Suite 394,North Kaitlinstad,HI,98957,Chad,PhD,1,79922.87,Sales Representative,Rejected,"['Upselling', 'Product Knowledge', 'Communication', 'Relationship Building', 'Time Management', 'Sales Presentations']"
1234,03-Aug-23,Cynthia,Owens,Other,16-05-1981,(337)370-0714x93199,danielbrooks@example.net,7885 Bradley Junctions,Smithside,NJ,53043,Thailand,High School,20,99107.45,Sales Executive,Rejected,"['Lead Scoring', 'Customer Acquisition', 'Cold Calling', 'CRM Tools']"
1235,08-May-23,Cameron,Fisher,Female,12-09-2002,001-585-548-7784x82549,lisasingh@example.org,64132 Savage Land,Guerreroburgh,FL,86612,Niger,Master's Degree,8,58722.73,Manufacturing Director,In Review,"['Process Improvement', 'Lean Manufacturing', 'Workforce Scheduling', 'Inventory Planning', 'Operations Management']"
1236,09-Jun-23,Victor,Sanchez,Male,23-11-1981,(698)438-5482,james25@example.com,684 Oconnor Isle Apt. 952,East Williamport,FM,16636,South Africa,Bachelor's Degree,10,71401.83,Manufacturing Director,Rejected,"['Supply Chain Coordination', 'Workforce Scheduling', 'Compliance Management', 'Six Sigma']"
1237,16-Jul-23,Eric,Owens,Other,22-02-1974,###############################################################################################################################################################################################################################################################,gilbertjames@example.com,32445 Cynthia Parkways,Warrenville,PW,18479,French Guiana,Bachelor's Degree,8,78848.67,Sales Executive,Rejected,"['Salesforce', 'CRM Tools', 'Presentation Skills', 'Negotiation', 'Revenue Forecasting']"
1238,13-Jun-23,Donald,Gonzales,Other,11-11-1986,001-476-937-5138,fharris@example.com,351 Justin Center,West Michael,PR,32044,Djibouti,High School,17,90711.05,Manufacturing Director,In Review,"['Workforce Scheduling', 'Process Improvement', 'Lean Manufacturing', 'Inventory Planning']"
1239,29-May-23,James,Nelson,Other,31-07-1992,001-923-665-0659x91418,anthony13@example.org,44636 John Square Suite 642,New Alanbury,MD,17244,Antigua and Barbuda,PhD,15,37213.42,Human Resources,Rejected,"['Conflict Resolution', 'Employee Engagement', 'Interviewing', 'Communication', 'Onboarding', 'Recruitment']"
1240,09-Jul-23,Tyler,Carrillo,Other,18-06-1974,+1-987-544-4807x48052,gpatel@example.org,96444 Ingram Ford,East Michellechester,IN,6552,Algeria,PhD,0,31240.57,Research Scientist,In Review,"['Lab Safety', 'Data Analysis', 'Microscopy', 'Hypothesis Testing', 'Literature Review']"
1241,27-May-23,Courtney,Barr,Male,08-05-1976,001-336-405-7753x12744,charlesallison@example.net,2015 Jason Ramp,Duffyville,WA,33086,Puerto Rico,Bachelor's Degree,3,51777.54,Healthcare Representative,Offered,"['Conflict Resolution', 'CRM', 'Regulatory Compliance', 'Time Management']"
1242,20-May-23,Dale,Huber,Female,16-05-1993,+1-610-351-0083x10768,jeffrey55@example.com,7497 Rios Place Suite 229,Saraberg,MT,96492,Jamaica,High School,20,66853.08,Research Scientist,Rejected,"['Python', 'Microscopy', 'Lab Safety', 'Experiment Design', 'Literature Review', 'Data Analysis']"
1243,26-Jun-23,Kevin,Phillips,Male,18-10-1973,(794)508-6633x7136,john09@example.com,1552 Klein Shoals,New Dawnstad,LA,14007,Mozambique,Bachelor's Degree,1,54604.07,Manufacturing Director,Rejected,"['Supply Chain Coordination', 'Budgeting', 'Inventory Planning', 'Lean Manufacturing']"
1244,08-Jun-23,Leonard,Jacobs,Male,28-06-1965,+1-391-565-8537x0812,lhoward@example.net,57365 Carmen Key Suite 417,Port Tyronestad,NC,86509,Netherlands Antilles,PhD,2,87826.86,Manager,In Review,"['Team Management', 'KPI Tracking', 'Leadership', 'Project Management', 'Strategic Planning']"
1245,10-May-23,Patricia,Lee,Male,13-02-1967,(372)402-3563x2207,martinkathy@example.org,9336 John Square,Josephshire,RI,776,Norfolk Island,PhD,9,59817.04,Manager,Applied,"['Project Management', 'Cross-functional Collaboration', 'KPI Tracking', 'Strategic Planning', 'Conflict Resolution', 'Performance Reviews']"
1246,24-Jun-23,Christine,Townsend,Other,13-04-1980,001-931-373-7981x67135,estokes@example.com,89014 Charles Via,Kennedyview,WI,97636,Austria,PhD,3,86944.46,Healthcare Representative,Rejected,"['Conflict Resolution', 'Patient Communication', 'Time Management', 'CRM']"
1247,23-May-23,Angela,Long,Female,04-11-1989,(296)465-2879,johnsonjames@example.com,882 Walters Pike,Lake Blake,DC,50099,Iraq,Bachelor's Degree,7,44616.58,Manager,Interviewing,"['KPI Tracking', 'Project Management', 'Strategic Planning', 'Team Management']"
1248,02-Jun-23,Hannah,Wilson,Female,08-12-2000,237-758-4826x573,lori33@example.net,9675 Leonard Burgs,Lake Daniel,PW,12920,Kiribati,Master's Degree,10,79838.5,Research Scientist,Rejected,"['Python', 'Microscopy', 'Experiment Design', 'Literature Review', 'Machine Learning', 'Lab Safety']"
1249,14-May-23,April,Mcintyre,Male,18-03-1965,001-910-202-2502x407,daniellegarcia@example.net,581 Thomas Club,Millerport,WA,99789,Guatemala,High School,3,73642.55,Sales Executive,Offered,"['CRM Tools', 'Customer Acquisition', 'Time Management', 'Cold Calling']"
1250,06-Jul-23,Ricardo,Lee,Male,18-12-1992,995-712-4841x28235,fgray@example.net,5978 Hodges Bypass Apt. 679,Coxtown,TN,72809,Germany,High School,3,55230.78,Research Scientist,Offered,"['Python', 'Machine Learning', 'Statistics', 'Lab Safety']"
1251,30-Jun-23,Mitchell,Stark,Male,12-06-1966,689.274.1697,simmonsroger@example.com,50434 Robert Fields Suite 540,South Linda,NC,38306,Syrian Arab Republic,PhD,10,68725.49,Sales Representative,Applied,"['Time Management', 'Sales Presentations', 'Customer Service', 'CRM', 'Upselling']"
1252,05-Jun-23,Kendra,Mason,Male,15-07-1963,+1-686-220-6284x074,perrypierce@example.com,04630 Gonzalez Extension Suite 155,Thomasberg,NY,21224,Swaziland,High School,14,53439.18,Sales Representative,Offered,"['Upselling', 'Product Knowledge', 'Relationship Building', 'Communication']"
1253,13-May-23,Julie,Harris,Male,17-12-1975,###############################################################################################################################################################################################################################################################,kjacobs@example.net,3794 Villanueva Drives,Lake Justin,NH,34351,Palestinian Territory,High School,9,65900.51,Laboratory Technician,In Review,"['Microscopy', 'Lab Safety', 'Chemical Handling', 'Time Management']"
1254,13-Jul-23,Phillip,Cooper,Other,04-03-1978,###############################################################################################################################################################################################################################################################,arthur57@example.org,063 Maxwell Brooks Apt. 906,Harveyfurt,PA,83142,Palestinian Territory,Bachelor's Degree,11,98299.72,Sales Representative,Offered,"['Territory Management', 'Networking', 'Relationship Building', 'CRM', 'Communication', 'Upselling']"
1255,19-May-23,Xavier,Evans,Other,03-11-1968,+1-277-746-4151x31019,nicholecoleman@example.com,505 Jessica Isle,Jonesmouth,ME,47372,Comoros,Bachelor's Degree,2,43906.67,Manager,Rejected,"['Strategic Planning', 'Performance Reviews', 'Team Management', 'Budget Management', 'Cross-functional Collaboration']"
1256,14-May-23,Elizabeth,Gibson,Male,11-01-2000,###############################################################################################################################################################################################################################################################,brittany83@example.org,29723 Jones Causeway,South Spencerstad,WA,77157,Monaco,Master's Degree,6,78923.08,Healthcare Representative,Offered,"['Conflict Resolution', 'Healthcare Knowledge', 'Patient Communication', 'Time Management', 'CRM', 'Empathy']"
1257,29-Jun-23,Shawn,Jones,Female,11-09-1979,001-627-298-2549,emarshall@example.org,99854 Eugene Square,Michelleland,IA,32569,Lesotho,High School,20,90898.07,Sales Executive,Applied,"['Lead Scoring', 'Salesforce', 'B2B Sales', 'Revenue Forecasting', 'CRM Tools', 'Presentation Skills']"
1258,10-Jul-23,Elizabeth,Peterson,Male,27-03-1987,001-232-432-0683,sarahdrake@example.net,7024 Drake Bypass Suite 370,Ginabury,MH,99519,Iran,Master's Degree,3,73389.99,Laboratory Technician,In Review,"['Equipment Handling', 'Data Entry', 'Lab Safety', 'Standard Operating Procedures (SOP)', 'Time Management', 'Microscopy']"
1259,12-Jun-23,George,Peters,Male,06-06-1978,###############################################################################################################################################################################################################################################################,qhurst@example.net,3349 Cook Street Suite 121,Port Victor,NJ,4880,Bolivia,High School,14,84707.71,Research Scientist,Applied,"['Statistics', 'Literature Review', 'Data Analysis', 'Machine Learning', 'Scientific Writing', 'Experiment Design']"
1260,13-May-23,Robert,Hubbard,Male,25-11-1978,###############################################################################################################################################################################################################################################################,rhonda06@example.net,9906 Kara Square Suite 187,East Isaiah,MO,13084,Niger,PhD,2,53055.87,Manufacturing Director,Rejected,"['Lean Manufacturing', 'Budgeting', 'Six Sigma', 'Supply Chain Coordination']"
1261,20-Jun-23,Tanya,Moore,Female,17-08-2003,267-963-9970x9299,stephaniebrady@example.com,494 Williams Harbors Suite 995,New Traviston,IA,60895,Italy,High School,13,37907.11,Manager,Rejected,"['Strategic Planning', 'Performance Reviews', 'Project Management', 'Leadership']"
1262,30-Jun-23,Molly,Johnson,Male,24-04-2000,###############################################################################################################################################################################################################################################################,mollykim@example.org,347 Santos Plaza,East Martha,ID,79048,Iceland,PhD,20,72247.93,Human Resources,Interviewing,"['Recruitment', 'Conflict Resolution', 'Communication', 'Payroll Processing', 'HR Policies']"
1263,13-Jul-23,Kevin,Lee,Female,13-05-1978,###############################################################################################################################################################################################################################################################,randall73@example.com,973 Walker Forge,Jenniferview,MN,23766,Antigua and Barbuda,Master's Degree,4,49654.55,Human Resources,Offered,"['Recruitment', 'People Analytics', 'Communication', 'Payroll Processing', 'Employee Engagement']"
1264,04-Aug-23,Alison,Hinton,Female,30-01-1981,203-819-2417x3212,katherinedougherty@example.net,82821 Sheryl Burgs Suite 684,Matthewton,RI,26203,Portugal,Bachelor's Degree,9,58071.19,Manufacturing Director,Offered,"['Workforce Scheduling', 'Lean Manufacturing', 'Operations Management', 'Six Sigma', 'Inventory Planning']"
1265,08-May-23,Vincent,Miller,Male,21-06-1978,(336)667-0153x5232,watsonjames@example.org,594 Debbie Ridge Suite 795,Port Eric,VA,78003,Wallis and Futuna,High School,18,42967.64,Human Resources,Applied,"['Interviewing', 'Employee Engagement', 'Recruitment', 'Payroll Processing', 'People Analytics']"
1266,13-May-23,Vanessa,Webb,Female,04-01-1976,678-301-4389,shelia86@example.org,8099 Danny Turnpike Suite 318,New Anneburgh,MA,630,Zambia,PhD,11,67244.0,Sales Representative,In Review,"['Communication', 'Time Management', 'Upselling', 'Relationship Building']"
1267,22-Jun-23,Joseph,Knight,Other,30-01-1987,001-450-762-8886x324,barbaramorrison@example.org,21202 Joseph Stravenue Suite 987,New Lukeport,MS,81300,Wallis and Futuna,PhD,19,85021.26,Sales Representative,Applied,"['Sales Presentations', 'Communication', 'Networking', 'Product Knowledge', 'Time Management']"
1268,22-Jul-23,John,Cole,Female,23-07-1981,+1-419-819-5963x94774,rpatel@example.com,526 Walker Spring Apt. 872,Paulaberg,WA,29758,Hong Kong,PhD,8,82437.69,Sales Representative,Applied,"['Territory Management', 'Customer Service', 'Upselling', 'Communication', 'Product Knowledge', 'Sales Presentations']"
1269,22-Jul-23,Regina,Martin,Female,15-08-2003,+1-757-443-0460x930,athompson@example.org,2925 Emily Crest,Holmesville,CT,79674,Nigeria,Bachelor's Degree,1,58363.07,Human Resources,Applied,"['Interviewing', 'Performance Appraisal', 'Onboarding', 'HR Policies', 'People Analytics', 'Conflict Resolution']"
1270,03-Aug-23,Tammy,Gutierrez,Male,27-10-2000,914-962-0776x501,andrew02@example.net,79632 Sanders Cove,Hawkinsberg,VT,44144,Barbados,Bachelor's Degree,8,55807.43,Sales Executive,Interviewing,"['B2B Sales', 'Lead Scoring', 'Revenue Forecasting', 'Time Management', 'Customer Acquisition', 'Salesforce']"
1271,05-Jun-23,Kimberly,Chandler,Male,03-10-1989,+1-407-800-6935x7644,uhernandez@example.org,5978 Dixon Burg,Port Larrymouth,LA,82849,Greenland,Bachelor's Degree,17,64669.03,Healthcare Representative,In Review,"['Time Management', 'CRM', 'Conflict Resolution', 'Regulatory Compliance', 'Healthcare Knowledge', 'Patient Communication']"
1272,10-Jul-23,Victoria,Acosta,Male,11-04-1980,###############################################################################################################################################################################################################################################################,collinscharles@example.net,527 Scott Freeway,North Breannaburgh,CT,72628,Nicaragua,PhD,16,99917.53,Manufacturing Director,Applied,"['Budgeting', 'Process Improvement', 'Lean Manufacturing', 'Operations Management', 'Workforce Scheduling']"
1273,06-May-23,Michael,Evans,Other,05-08-1966,515-953-4717,mercadorebecca@example.org,47245 Julie Springs Suite 449,Wigginsburgh,PA,40782,South Georgia and the South Sandwich Islands,High School,3,42403.25,Research Scientist,Rejected,"['Python', 'Lab Safety', 'Experiment Design', 'Data Analysis']"
1274,25-May-23,Jon,Clayton,Female,16-09-1989,(561)884-5299x70026,jamesjill@example.net,2867 Wang Lodge Apt. 226,Ashleyfurt,MD,84108,Hong Kong,PhD,1,66440.03,Laboratory Technician,Interviewing,"['Time Management', 'Equipment Handling', 'Chemical Handling', 'Attention to Detail', 'Sample Analysis', 'Microscopy']"
1275,17-Jul-23,David,Heath,Female,19-06-2003,001-620-886-3442x644,brenda30@example.org,4904 Singh Overpass,New Mark,NM,78989,Bouvet Island (Bouvetoya),High School,17,95054.16,Laboratory Technician,Interviewing,"['Attention to Detail', 'Microscopy', 'Data Entry', 'Lab Safety', 'Sample Analysis']"
1276,08-Jul-23,Tim,Keller,Male,15-07-1966,(536)875-8379x913,blevinsamanda@example.net,387 Nelson Springs,Port Brandonmouth,GU,69522,Oman,High School,0,54409.97,Manufacturing Director,Offered,"['Compliance Management', 'Budgeting', 'Operations Management', 'Process Improvement']"
1277,17-Jul-23,Renee,Mendoza,Female,07-08-1978,(217)220-0704x01050,tony77@example.com,24464 Stephanie Squares,Johnville,UT,97707,Nepal,Bachelor's Degree,19,42687.52,Sales Executive,Interviewing,"['Time Management', 'Customer Acquisition', 'CRM Tools', 'Revenue Forecasting', 'Lead Scoring']"
1278,12-Jun-23,Rachel,Alexander,Female,14-11-1971,628-678-0735,kbrewer@example.net,57593 Robin Fall,Port Robert,KY,16201,Algeria,Master's Degree,5,47957.46,Human Resources,Rejected,"['Recruitment', 'Payroll Processing', 'Interviewing', 'HR Policies', 'Communication']"
1279,16-Jun-23,Emily,Bailey,Female,10-03-1986,768.909.3433,brandon49@example.net,871 Amanda Wells,Christopherbury,RI,24871,Eritrea,Master's Degree,20,33244.13,Laboratory Technician,Applied,"['Lab Safety', 'Microscopy', 'Data Entry', 'Equipment Handling', 'Sample Analysis']"
1280,10-Jul-23,Robert,Carter,Female,12-02-2000,(610)504-7501,ujones@example.com,5260 Diaz Mount Suite 994,New Nataliefurt,AR,78850,Saint Lucia,Master's Degree,18,64973.36,Laboratory Technician,Rejected,"['Standard Operating Procedures (SOP)', 'Data Entry', 'Chemical Handling', 'Attention to Detail', 'Sample Analysis', 'Equipment Handling']"
1281,13-Jul-23,Oscar,Howard,Male,25-04-1986,+1-933-469-3782x71100,prodgers@example.net,0992 Jenkins Parkways Suite 816,North Joel,AZ,63518,Ethiopia,Master's Degree,15,90973.32,Research Director,Offered,"['Innovation', 'Grant Writing', 'Academic Publishing', 'Team Leadership', 'Research Management']"
1282,09-Jul-23,Deanna,Robertson,Male,23-01-2003,(535)642-7212x89033,gomezreginald@example.net,965 Andrew Circle Apt. 070,Port Elizabeth,LA,94957,Heard Island and McDonald Islands,Master's Degree,18,78004.03,Laboratory Technician,Applied,"['Sample Analysis', 'Chemical Handling', 'Attention to Detail', 'Standard Operating Procedures (SOP)', 'Time Management']"
