Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,FirstName,LastName,skills
25,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,1,538,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,2,Sloane,Rasmussen,"[""Chemical Handling"",""Standard Operating Procedures (SOP)"",""Attention to Detail"",""Sample Analysis""]"
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,1,543,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4,Elise,Vazquez,"[""Workforce Scheduling"",""Six Sigma"",""Supply Chain Coordination"",""Operations Management"",""Inventory Planning"",""Lean Manufacturing""]"
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,546,4,Female,30,3,4,Manager,4,Married,16555,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4,Axel,Higgins,"[""Team Management"",""Leadership"",""Project Management"",""Budget Management"",""Conflict Resolution"",""Cross-functional Collaboration""]"
42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547,1,Female,92,3,2,Research Scientist,3,Divorced,4556,12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2,Marcos,Petty,"[""Lab Safety"",""Experiment Design"",""Machine Learning"",""Microscopy""]"
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2,Mia,Cowan,"[""Inventory Planning"",""Lean Manufacturing"",""Operations Management"",""Compliance Management"",""Workforce Scheduling"",""Process Improvement""]"
45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2,Monique,Pierce,"[""Hypothesis Testing"",""Scientific Writing"",""Lab Safety"",""Data Analysis"",""Statistics"",""Literature Review""]"
60,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,549,1,Female,41,3,5,Manager,1,Married,19566,3854,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10,Tanya,Leonard,"[""Budget Management"",""Strategic Planning"",""Project Management"",""Conflict Resolution"",""Cross-functional Collaboration"",""Performance Reviews""]"
46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8,Dereon,Page,"[""Inventory Planning"",""Workforce Scheduling"",""Compliance Management"",""Process Improvement"",""Budgeting""]"
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4,Meadow,Boyer,"[""Healthcare Knowledge"",""Regulatory Compliance"",""Customer Service"",""CRM""]"
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4,Paris,Simpson,"[""Time Management"",""Territory Management"",""Product Knowledge"",""Relationship Building"",""Upselling""]"
38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,556,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0,Cassidy,Maddox,"[""Equipment Handling"",""Standard Operating Procedures (SOP)"",""Sample Analysis"",""Time Management""]"
26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2,Jaiden,Underwood,"[""Machine Learning"",""Literature Review"",""Data Analysis"",""Scientific Writing"",""Experiment Design"",""Python""]"
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,558,3,Female,79,3,5,Manager,3,Married,18041,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12,Edgar,Underwood,"[""KPI Tracking"",""Cross-functional Collaboration"",""Leadership"",""Conflict Resolution"",""Project Management"",""Performance Reviews""]"
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4,Eugene,Potts,"[""Equipment Handling"",""Standard Operating Procedures (SOP)"",""Microscopy"",""Chemical Handling"",""Sample Analysis"",""Lab Safety""]"
34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,1,555,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0,Kyla,Durham,"[""Upselling"",""Networking"",""Relationship Building"",""Communication""]"
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,1,564,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7,Gilbert,Klein,"[""Ethics \u0026 Compliance"",""Research Management"",""Team Leadership"",""Innovation"",""Strategic Planning""]"
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1,Nathaly,Huffman,"[""Lab Safety"",""Statistics"",""Python"",""Microscopy""]"
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,566,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,Nancy,Clay,"[""Onboarding"",""Performance Appraisal"",""Recruitment"",""Communication""]"
30,No,Non-Travel,1398,Sales,22,4,Other,1,567,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8,Kylie,Cantrell,"[""B2B Sales"",""CRM Tools"",""Negotiation"",""Customer Acquisition"",""Presentation Skills"",""Salesforce""]"
57,No,Travel_Rarely,210,Sales,29,3,Marketing,1,568,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0,Vance,Marquez,"[""Budget Management"",""Cross-functional Collaboration"",""Leadership"",""Strategic Planning"",""Performance Reviews""]"
54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,1,578,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0,Bailey,Humphrey,"[""Time Management"",""Attention to Detail"",""Standard Operating Procedures (SOP)"",""Lab Safety""]"
30,No,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7,Rey,Monroe,"[""Standard Operating Procedures (SOP)"",""Sample Analysis"",""Lab Safety"",""Microscopy""]"
34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7,Clare,English,"[""Microscopy"",""Literature Review"",""Machine Learning"",""Python"",""Experiment Design""]"
46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,575,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,Y,No,13,3,3,80,0,26,2,1,3,2,0,1,Darwin,Allen,"[""Ethics \u0026 Compliance"",""Research Management"",""Academic Publishing"",""Grant Writing"",""Strategic Planning"",""Data Science""]"
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2,Amy,Sherman,"[""Cold Calling"",""Revenue Forecasting"",""Presentation Skills"",""Salesforce""]"
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8,Lizbeth,Hunt,"[""Inventory Planning"",""Workforce Scheduling"",""Compliance Management"",""Lean Manufacturing"",""Operations Management""]"
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,569,2,Male,88,2,4,Manager,3,Married,17046,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7,Dante,Wyatt,"[""Conflict Resolution"",""KPI Tracking"",""Leadership"",""Budget Management"",""Performance Reviews"",""Team Management""]"
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4,Brady,Yoder,"[""Process Improvement"",""Six Sigma"",""Compliance Management"",""Workforce Scheduling"",""Lean Manufacturing""]"
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,1,573,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11,Jayden,Mckee,"[""Time Management"",""Salesforce"",""Lead Scoring"",""B2B Sales""]"
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,577,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3,Jasper,Harrison,"[""Attention to Detail"",""Lab Safety"",""Sample Analysis"",""Chemical Handling""]"
33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3,Eugene,Mueller,"[""Lab Safety"",""Time Management"",""Standard Operating Procedures (SOP)"",""Sample Analysis""]"
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7,Eden,Armstrong,"[""Project Management"",""Conflict Resolution"",""Strategic Planning"",""Cross-functional Collaboration"",""Leadership""]"
30,No,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2,Tiffany,Washington,"[""CRM"",""Communication"",""Upselling"",""Relationship Building"",""Customer Service"",""Networking""]"
31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0,Kaeden,Vargas,"[""Conflict Resolution"",""Healthcare Knowledge"",""Patient Communication"",""Customer Service""]"
34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Y,Yes,15,3,3,80,3,11,2,3,3,2,0,2,Lena,Sandoval,"[""Communication"",""HR Policies"",""Employee Engagement"",""Conflict Resolution""]"
36,No,Non-Travel,635,Sales,10,4,Medical,1,592,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7,Damari,Brewer,"[""Salesforce"",""Time Management"",""Lead Scoring"",""Presentation Skills"",""Cold Calling""]"
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0,Sloane,Moss,"[""Empathy"",""CRM"",""Emotional Intelligence"",""Conflict Resolution""]"
42,No,Travel_Frequently,1474,Research & Development,5,2,Other,1,591,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0,Adrien,Olsen,"[""Chemical Handling"",""Microscopy"",""Standard Operating Procedures (SOP)"",""Attention to Detail""]"
55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,597,1,Female,83,3,4,Manager,2,Single,16835,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,Lorena,Rice,"[""Strategic Planning"",""Leadership"",""Project Management"",""Budget Management"",""Cross-functional Collaboration"",""Team Management""]"
40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,601,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,Rudy,Richardson,"[""Six Sigma"",""Compliance Management"",""Process Improvement"",""Lean Manufacturing"",""Budgeting"",""Inventory Planning""]"
48,No,Travel_Rarely,163,Sales,2,5,Marketing,1,595,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,Kamari,Mcgrath,"[""Negotiation"",""Salesforce"",""Cold Calling"",""CRM Tools""]"
39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,Alana,Castro,"[""Time Management"",""Attention to Detail"",""Lab Safety"",""Chemical Handling""]"
41,No,Non-Travel,267,Sales,10,2,Life Sciences,1,599,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,Eliezer,Stokes,"[""Salesforce"",""Customer Acquisition"",""Negotiation"",""Time Management"",""Lead Scoring"",""B2B Sales""]"
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,Oscar,Lopez,"[""CRM Tools"",""Customer Acquisition"",""Presentation Skills"",""Cold Calling""]"
35,No,Travel_Rarely,619,Sales,1,3,Marketing,1,600,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,Aspen,Reyes,"[""B2B Sales"",""Time Management"",""Customer Acquisition"",""Negotiation""]"
22,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,Annalise,Gross,"[""Microscopy"",""Sample Analysis"",""Data Entry"",""Equipment Handling""]"
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,1,605,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8,Carter,Cook,"[""Supply Chain Coordination"",""Six Sigma"",""Workforce Scheduling"",""Compliance Management""]"
45,No,Travel_Rarely,561,Sales,2,3,Other,1,606,4,Male,61,3,2,Sales Executive,2,Married,4805,16177,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7,Liam,Hanna,"[""Lead Scoring"",""Cold Calling"",""Revenue Forecasting"",""Salesforce"",""CRM Tools"",""Time Management""]"
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,2,Female,58,3,1,Human Resources,3,Divorced,2741,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0,Zara,Pitts,"[""People Analytics"",""Communication"",""Interviewing"",""HR Policies""]"
33,No,Travel_Rarely,922,Research & Development,1,5,Medical,1,612,1,Female,95,4,4,Research Director,3,Divorced,16184,22578,4,Y,No,19,3,3,80,1,10,2,3,6,1,0,5,Litzy,Esparza,"[""Academic Publishing"",""Team Leadership"",""Grant Writing"",""Machine Learning"",""Strategic Planning""]"
29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2,Abby,Woodward,"[""Workforce Scheduling"",""Budgeting"",""Operations Management"",""Lean Manufacturing"",""Six Sigma""]"
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,Male,44,2,3,Manager,4,Divorced,11557,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1,Noemi,Brewer,"[""Project Management"",""Team Management"",""KPI Tracking"",""Performance Reviews"",""Leadership""]"
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,1,614,2,Male,69,3,1,Sales Representative,2,Single,1878,8059,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0,Gilberto,Macdonald,"[""Upselling"",""Territory Management"",""Customer Service"",""CRM"",""Networking"",""Product Knowledge""]"
41,No,Non-Travel,509,Research & Development,2,4,Other,1,616,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7,Britney,Kelly,"[""Emotional Intelligence"",""Patient Communication"",""Regulatory Compliance"",""Time Management"",""Healthcare Knowledge"",""Conflict Resolution""]"
40,No,Non-Travel,1094,Sales,28,3,Other,1,615,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1,Armando,Macias,"[""Time Management"",""B2B Sales"",""Cold Calling"",""Negotiation"",""Presentation Skills"",""Lead Scoring""]"
26,No,Travel_Rarely,775,Sales,29,2,Medical,1,618,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0,Emanuel,Haas,"[""Revenue Forecasting"",""Customer Acquisition"",""Time Management"",""Salesforce"",""CRM Tools"",""Negotiation""]"
35,No,Travel_Rarely,195,Sales,1,3,Medical,1,620,1,Female,80,3,2,Sales Executive,3,Single,4859,6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3,Karlie,Drake,"[""B2B Sales"",""Customer Acquisition"",""Cold Calling"",""Negotiation""]"
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7,Myla,Mullen,"[""B2B Sales"",""Customer Acquisition"",""Presentation Skills"",""Negotiation"",""Revenue Forecasting""]"
37,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2,Brooklynn,Greene,"[""Operations Management"",""Inventory Planning"",""Workforce Scheduling"",""Six Sigma"",""Budgeting"",""Process Improvement""]"
26,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,622,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0,Alan,Holland,"[""Standard Operating Procedures (SOP)"",""Chemical Handling"",""Lab Safety"",""Equipment Handling"",""Data Entry""]"
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,625,2,Female,91,3,4,Manager,1,Married,16595,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8,Lukas,Freeman,"[""Project Management"",""Budget Management"",""Strategic Planning"",""Team Management""]"
37,No,Non-Travel,142,Sales,9,4,Medical,1,626,1,Male,69,3,3,Sales Executive,2,Divorced,8834,24666,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7,Yesenia,Nielsen,"[""CRM Tools"",""Salesforce"",""Cold Calling"",""Lead Scoring"",""Negotiation"",""Revenue Forecasting""]"
46,No,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,Y,No,11,3,4,80,0,28,3,2,2,2,1,2,Maxwell,Mcpherson,"[""Emotional Intelligence"",""Customer Service"",""Time Management"",""Regulatory Compliance""]"
52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,630,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9,Myah,Marsh,"[""Microscopy"",""Statistics"",""Scientific Writing"",""Lab Safety"",""Experiment Design""]"
32,Yes,Non-Travel,1474,Sales,11,4,Other,1,631,4,Male,60,4,2,Sales Executive,3,Married,4707,23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2,Korbin,Gilbert,"[""Cold Calling"",""Salesforce"",""Time Management"",""Presentation Skills""]"
24,No,Travel_Frequently,535,Sales,24,3,Medical,1,632,4,Male,38,3,1,Sales Representative,4,Married,2400,5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1,Jenna,Maddox,"[""Product Knowledge"",""Networking"",""Relationship Building"",""Territory Management"",""Sales Presentations""]"
38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634,3,Female,76,3,2,Healthcare Representative,3,Married,9824,22174,3,Y,No,19,3,3,80,1,18,4,3,1,0,0,0,Anaya,Preston,"[""Emotional Intelligence"",""Patient Communication"",""Time Management"",""Conflict Resolution""]"
37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,2,Female,65,3,2,Manufacturing Director,2,Married,6447,15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3,Eugene,Pena,"[""Operations Management"",""Workforce Scheduling"",""Process Improvement"",""Supply Chain Coordination"",""Six Sigma""]"
49,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,638,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9,Abel,Baker,"[""Academic Publishing"",""Machine Learning"",""Research Management"",""Data Science""]"
24,No,Travel_Rarely,691,Research & Development,23,3,Medical,1,639,2,Male,89,4,1,Research Scientist,4,Married,2725,21630,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4,Deven,Merritt,"[""Microscopy"",""Scientific Writing"",""Machine Learning"",""Experiment Design"",""Data Analysis"",""Python""]"
26,No,Travel_Rarely,703,Sales,28,2,Marketing,1,641,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4,Hadassah,Moran,"[""Salesforce"",""CRM Tools"",""Negotiation"",""Time Management"",""Lead Scoring""]"
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644,1,Male,99,3,5,Manager,2,Married,18200,7999,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7,Quintin,Fry,"[""Performance Reviews"",""Budget Management"",""Strategic Planning"",""Cross-functional Collaboration""]"
24,No,Travel_Rarely,823,Research & Development,17,2,Other,1,643,4,Male,94,2,1,Laboratory Technician,2,Married,2127,9100,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0,Hezekiah,Thompson,"[""Chemical Handling"",""Lab Safety"",""Attention to Detail"",""Standard Operating Procedures (SOP)"",""Time Management""]"
25,No,Travel_Rarely,622,Sales,13,1,Medical,1,645,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6,Alayna,Hess,"[""Networking"",""Customer Service"",""CRM"",""Communication"",""Product Knowledge"",""Relationship Building""]"
24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647,1,Female,55,3,1,Laboratory Technician,3,Married,2886,14168,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2,Amaris,Miller,"[""Equipment Handling"",""Attention to Detail"",""Standard Operating Procedures (SOP)"",""Sample Analysis""]"
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0,Barrett,Wilcox,"[""Customer Service"",""CRM"",""Communication"",""Time Management""]"
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3,Kimberly,Watson,"[""Machine Learning"",""Lab Safety"",""Literature Review"",""Python"",""Experiment Design"",""Statistics""]"
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,1,650,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2,Rebecca,Park,"[""Revenue Forecasting"",""Presentation Skills"",""B2B Sales"",""Customer Acquisition"",""Time Management"",""Salesforce""]"
35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,652,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2,Caleb,Schneider,"[""Microscopy"",""Lab Safety"",""Standard Operating Procedures (SOP)"",""Attention to Detail"",""Time Management"",""Equipment Handling""]"
31,No,Travel_Rarely,525,Sales,6,4,Medical,1,653,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7,Vanessa,James,"[""Salesforce"",""Presentation Skills"",""Cold Calling"",""Negotiation"",""CRM Tools"",""Customer Acquisition""]"
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3,Maribel,Copeland,"[""Experiment Design"",""Scientific Writing"",""Microscopy"",""Python"",""Data Analysis"",""Literature Review""]"
37,No,Travel_Rarely,558,Sales,2,3,Marketing,1,656,4,Male,75,3,2,Sales Executive,3,Married,9602,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0,Henry,Zimmerman,"[""Salesforce"",""Cold Calling"",""Negotiation"",""Revenue Forecasting"",""Lead Scoring""]"
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,657,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0,Nathanial,Booth,"[""Machine Learning"",""Python"",""Lab Safety"",""Statistics"",""Data Analysis""]"
42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,659,3,Female,81,3,2,Healthcare Representative,4,Married,4089,5718,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2,Rhys,Barry,"[""Time Management"",""Healthcare Knowledge"",""Emotional Intelligence"",""Regulatory Compliance"",""Conflict Resolution"",""Patient Communication""]"
43,No,Travel_Rarely,782,Research & Development,6,4,Other,1,661,2,Male,50,2,4,Research Director,4,Divorced,16627,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0,Jonas,Rowland,"[""Research Management"",""Grant Writing"",""Innovation"",""Ethics \u0026 Compliance"",""Academic Publishing""]"
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,662,3,Female,43,3,1,Research Scientist,1,Single,2619,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0,Chris,Vincent,"[""Literature Review"",""Machine Learning"",""Lab Safety"",""Python""]"
48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664,4,Female,40,2,4,Manager,1,Married,15402,17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2,Yaritza,Sherman,"[""Project Management"",""KPI Tracking"",""Leadership"",""Conflict Resolution""]"
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,1,663,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7,Myah,Waller,"[""Equipment Handling"",""Time Management"",""Standard Operating Procedures (SOP)"",""Microscopy"",""Sample Analysis""]"
